# Data from Rio Frio Campaign, Portugal 2002,,,
# Turbulence measurements over a cork oak plantation,,,,
# Level T9 / DOY 193 2003, 13:00 - 14:00 Local Time,,,
"# ""Time(s)""",U_Wind(ms-1),V_Wind(ms-1),W_wind(ms-1),Temperature(degC)
1535.5,0.75,-1.89,1.04,30.31
1535.55,0.93,-1.7,0.79,30.04
1535.6,1.11,-1.65,0.86,29.63
1535.65,1.18,-1.72,0.98,29.54
1535.7,1.12,-1.78,0.87,29.27
1535.75,1.05,-1.88,0.83,29.07
1535.8,1,-1.97,0.88,29.38
1535.85,0.94,-2.02,0.9,29.87
1535.9,0.99,-1.94,0.85,29.91
1535.95,1.09,-1.82,0.92,29.87
1536,1.35,-1.73,0.88,29.79
1536.05,1.38,-1.65,0.89,29.8
1536.1,1.58,-1.54,0.9,29.73
1536.15,1.66,-1.76,0.92,29.74
1536.2,1.63,-1.76,0.65,29.73
1536.25,1.54,-1.91,0.61,29.73
1536.3,1.52,-2.01,0.63,29.75
1536.35,1.7,-1.92,0.46,29.57
1536.4,1.77,-1.84,0.23,29.33
1536.45,1.63,-1.84,0.28,29.53
1536.5,1.3,-1.81,0.42,29.66
1536.55,1.31,-1.73,0.3,29.56
1536.6,1.41,-1.69,0.13,29.6
1536.65,1.59,-1.88,0.3,29.71
1536.7,1.66,-1.95,0.2,29.81
1536.75,1.54,-1.83,0.24,29.85
1536.8,1.22,-1.76,0.42,29.83
1536.85,1.02,-1.81,0.74,29.87
1536.9,1,-1.75,0.77,29.95
1536.95,0.83,-1.74,0.74,29.96
1537,0.85,-1.65,1,29.92
1537.05,0.98,-1.77,1.19,30.12
1537.1,1.19,-1.82,1.19,30.22
1537.15,1.24,-1.77,1.04,30.19
1537.2,1.11,-1.68,0.85,30.24
1537.25,1,-1.93,0.92,30.29
1537.3,0.88,-2.06,0.83,30.36
1537.35,0.93,-1.92,0.9,30.34
1537.4,0.89,-1.77,1.06,30.36
1537.45,0.74,-1.65,0.82,30.38
1537.5,0.67,-1.62,0.77,30.39
1537.55,0.74,-1.66,0.98,30.45
1537.6,0.66,-1.66,0.95,30.48
1537.65,0.54,-1.61,1.07,30.56
1537.7,0.48,-1.61,1.12,30.71
1537.75,0.62,-1.65,1.13,30.79
1537.8,0.69,-1.68,1.17,30.75
1537.85,0.57,-1.91,1.18,30.76
1537.9,0.79,-1.97,1.21,30.63
1537.95,1.07,-1.83,1.21,30.58
1538,1.17,-1.76,1.21,30.55
1538.05,0.89,-1.95,1.28,30.61
1538.1,0.94,-1.94,1.3,30.5
1538.15,1.1,-1.83,1.33,30.37
1538.2,1.22,-1.94,1.28,29.74
1538.25,1.31,-1.89,1.3,29.73
1538.3,1.37,-1.93,1.32,29.87
1538.35,1.4,-1.99,1.33,30.06
1538.4,1.37,-2.11,1.14,30.46
1538.45,1.5,-2.18,0.88,30.5
1538.5,1.48,-2.19,0.73,30.46
1538.55,1.17,-2.28,0.71,30.47
1538.6,0.98,-2.21,0.78,30.51
1538.65,0.88,-2.12,0.81,30.65
1538.7,0.85,-2.16,0.94,30.74
1538.75,0.72,-2.07,0.9,30.72
1538.8,0.86,-1.88,1.11,30.75
1538.85,0.91,-1.76,1.17,30.79
1538.9,0.92,-1.95,1.01,30.77
1538.95,1.03,-2.1,0.96,30.77
1539,1.15,-2.06,0.93,30.84
1539.05,1.02,-1.96,0.98,30.87
1539.1,0.9,-1.82,0.93,30.85
1539.15,0.98,-1.89,0.98,30.91
1539.2,0.9,-1.9,1.06,30.98
1539.25,0.86,-2,1.14,31.08
1539.3,0.84,-2.12,1.12,31.08
1539.35,0.95,-2.11,1.12,31.15
1539.4,1,-2.15,1.12,31.06
1539.45,1.04,-2.05,1.02,30.95
1539.5,1.02,-2.12,1.1,31.14
1539.55,1.13,-2.16,1.13,31.16
1539.6,1.32,-2.1,1.02,30.53
1539.65,1.82,-1.95,1.11,29.57
1539.7,1.9,-1.88,1.14,29.39
1539.75,1.74,-1.88,1.12,29.29
1539.8,1.78,-1.94,1.06,29.45
1539.85,1.75,-1.76,0.98,29.59
1539.9,1.6,-1.8,0.91,29.51
1539.95,1.5,-1.78,1.04,29.34
1540,1.22,-1.92,1.18,30.26
1540.05,1.31,-2.03,1.14,30.17
1540.1,1.42,-1.98,1.21,30.05
1540.15,1.2,-2.05,1.19,30.03
1540.2,1.25,-2.07,1.11,29.99
1540.25,1.31,-1.89,1.27,29.98
1540.3,1.27,-1.89,1.37,29.94
1540.35,1.15,-1.96,1.18,29.95
1540.4,1.23,-1.77,1.14,29.97
1540.45,1.62,-1.78,0.75,29.33
1540.5,1.56,-1.78,0.82,28.87
1540.55,1.52,-1.71,0.72,28.9
1540.6,1.47,-1.51,0.71,29.28
1540.65,1.36,-1.35,0.74,29.5
1540.7,1.35,-1.26,0.79,29.77
1540.75,1.38,-1.35,0.84,29.54
1540.8,1.35,-1.32,0.71,29.46
1540.85,1.48,-1.13,0.75,29.07
1540.9,1.45,-1.19,0.81,29.01
1540.95,1.47,-1.22,0.91,29.03
1541,1.62,-1.18,0.94,29
1541.05,1.72,-1.07,1.05,29.43
1541.1,1.64,-1.16,1.24,29.85
1541.15,1.66,-1.24,1.27,29.23
1541.2,1.52,-1.33,1.12,28.93
1541.25,1.62,-1.22,1.02,28.71
1541.3,1.52,-1.22,1.02,28.7
1541.35,1.53,-1.12,1.04,28.72
1541.4,1.47,-1.14,1.13,28.88
1541.45,1.76,-1.17,0.86,29.33
1541.5,1.51,-1.29,0.94,29.35
1541.55,1.39,-1.32,1.02,29.36
1541.6,1.35,-1.37,1.11,29.38
1541.65,1.33,-1.39,1.23,29.41
1541.7,1.36,-1.29,1.28,29.49
1541.75,1.19,-1.61,1.37,29.74
1541.8,1.13,-1.74,1.49,29.56
1541.85,1.46,-1.85,1.32,29.34
1541.9,1.54,-1.76,1.43,29.11
1541.95,1.5,-1.84,1.24,29.16
1542,1.42,-1.67,1.31,29.03
1542.05,1.49,-1.54,1.33,29.02
1542.1,1.47,-1.52,1.29,29.12
1542.15,1.5,-1.8,1.02,29.06
1542.2,1.59,-1.82,0.91,28.98
1542.25,1.58,-1.89,0.89,29.1
1542.3,1.59,-1.88,0.94,28.92
1542.35,1.6,-1.97,0.99,29.04
1542.4,1.59,-1.91,1.01,29.07
1542.45,1.69,-1.89,1.2,29.18
1542.5,1.99,-1.62,1.32,29.34
1542.55,1.86,-1.65,1.29,29.42
1542.6,1.57,-1.93,0.86,29.5
1542.65,0.91,-2.33,0.99,29.52
1542.7,0.49,-2.56,1.4,29.33
1542.75,0.54,-2.58,1.34,29.24
1542.8,0.69,-2.55,1.34,29.21
1542.85,0.9,-2.7,1.33,29.32
1542.9,1.18,-2.64,1.3,29.39
1542.95,1.42,-2.68,1.03,28.96
1543,1.18,-2.88,1.18,29.35
1543.05,1.01,-2.88,1.17,29.43
1543.1,1.16,-2.61,0.85,29.35
1543.15,1.47,-2.64,0.73,29.32
1543.2,1.5,-2.53,0.79,29.38
1543.25,1.4,-2.49,0.78,29.41
1543.3,1.59,-2.51,0.74,29.58
1543.35,1.76,-2.44,0.53,29.55
1543.4,1.77,-2.35,0.57,29.35
1543.45,1.8,-2.24,0.43,29.1
1543.5,1.79,-2.42,0.24,28.91
1543.55,1.82,-2.51,0.27,28.81
1543.6,1.86,-2.57,0.27,28.73
1543.65,2.11,-2.62,0.26,28.69
1543.7,2.29,-2.51,0.28,28.69
1543.75,2.32,-2.58,0.18,28.85
1543.8,2.21,-2.64,0.16,29.05
1543.85,2.27,-2.57,0.12,29.26
1543.9,2.14,-2.63,0.16,29.74
1543.95,1.95,-2.75,0.13,29.84
1544,1.91,-2.76,0.09,29.88
1544.05,1.75,-2.73,0.05,29.8
1544.1,1.72,-2.71,-0.04,29.75
1544.15,1.77,-2.67,-0.07,29.79
1544.2,1.94,-2.43,-0.05,29.1
1544.25,1.81,-2.57,-0.25,29.23
1544.3,1.71,-2.43,-0.18,29.47
1544.35,1.52,-2.42,-0.16,29.64
1544.4,1.53,-2.53,-0.17,29.57
1544.45,1.58,-2.54,-0.26,28.97
1544.5,1.75,-2.55,-0.55,28.95
1544.55,1.96,-2.6,-0.46,29.05
1544.6,1.99,-2.8,-0.6,29.06
1544.65,1.78,-2.72,-0.59,29.15
1544.7,1.8,-2.3,-0.51,28.76
1544.75,2.07,-2.29,-0.41,28.7
1544.8,2.1,-2.18,-0.31,28.7
1544.85,2.04,-2.13,-0.26,28.69
1544.9,1.9,-2.1,-0.18,28.67
1544.95,1.98,-2.08,-0.07,28.69
1545,1.93,-2.09,-0.03,28.69
1545.05,1.66,-2.04,-0.03,28.7
1545.1,1.78,-1.97,-0.27,28.74
1545.15,1.93,-1.75,-0.45,28.75
1545.2,1.72,-1.73,-0.59,28.72
1545.25,1.72,-1.52,-0.58,28.76
1545.3,1.88,-1.24,-0.68,28.84
1545.35,1.93,-1.43,-0.94,28.89
1545.4,2.25,-1.34,-1.25,29.05
1545.45,2.33,-1.4,-0.82,29.16
1545.5,2.15,-1.49,-0.65,29.33
1545.55,2.05,-1.59,-0.5,29.38
1545.6,1.98,-1.53,-0.38,29.46
1545.65,2.15,-1.69,-0.43,29.37
1545.7,2.38,-1.78,-0.41,29.09
1545.75,2.41,-1.75,-0.11,29.04
1545.8,2.08,-1.81,-0.11,29.03
1545.85,2.23,-1.68,-0.3,29.03
1545.9,2.28,-1.5,-0.45,29.07
1545.95,2.18,-1.65,-0.56,29.07
1546,2.13,-1.57,-0.54,29.07
1546.05,2.06,-1.7,-0.72,29.13
1546.1,1.98,-1.58,-0.74,29.18
1546.15,2.03,-1.51,-0.75,29.14
1546.2,2.11,-1.5,-0.83,29.13
1546.25,2.18,-1.42,-0.86,29.15
1546.3,2.29,-1.4,-0.79,29.18
1546.35,2.23,-1.25,-0.71,29.12
1546.4,2.4,-1.43,-0.55,28.99
1546.45,2.46,-1.55,-0.51,28.97
1546.5,3.09,-0.93,-0.56,28.93
1546.55,2.98,-1.01,-0.58,28.93
1546.6,3.13,-1.06,-0.66,28.96
1546.65,3.23,-1.16,-0.29,29.24
1546.7,3.3,-1.31,-0.15,29.25
1546.75,3.37,-1.16,-0.06,29.31
1546.8,3.35,-1.12,0.04,29.31
1546.85,3.32,-1.36,0.02,29.23
1546.9,3.34,-1.19,-0.45,29.03
1546.95,3.29,-1.33,-0.74,28.8
1547,3.14,-1.32,-0.7,28.77
1547.05,2.95,-1.29,-0.74,28.78
1547.1,2.98,-1.4,-0.94,28.72
1547.15,3.1,-1.45,-1.02,28.75
1547.2,2.99,-1.45,-1,28.63
1547.25,3,-1.4,-1.05,28.56
1547.3,2.88,-1.33,-1.05,28.53
1547.35,2.9,-1.35,-0.88,28.52
1547.4,2.95,-1.31,-0.98,28.52
1547.45,2.95,-1.35,-1.16,28.55
1547.5,2.96,-1.31,-1.3,28.56
1547.55,2.79,-1.29,-1.51,28.7
1547.6,2.55,-1.25,-1.62,28.8
1547.65,2.52,-1.21,-1.47,28.69
1547.7,2.48,-1.21,-1.45,28.68
1547.75,2.5,-1.05,-1.34,28.58
1547.8,2.59,-1.13,-1.24,28.54
1547.85,2.63,-1.34,-1.17,28.54
1547.9,2.7,-1.25,-1.06,28.56
1547.95,2.65,-1.27,-1.18,28.57
1548,2.67,-1.29,-1.11,28.57
1548.05,2.83,-1.39,-1.03,28.55
1548.1,3.04,-1.31,-1.13,28.57
1548.15,2.8,-1.1,-1.53,28.59
1548.2,2.86,-1.11,-1.29,28.6
1548.25,2.89,-1.12,-1.25,28.59
1548.3,2.84,-1.03,-1.4,28.63
1548.35,2.74,-1.04,-1.43,28.62
1548.4,2.68,-1.12,-1.32,28.57
1548.45,2.65,-1.08,-1.23,28.57
1548.5,2.61,-1.13,-1.11,28.57
1548.55,2.58,-1.28,-1.08,28.57
1548.6,2.6,-1.29,-1.12,28.58
1548.65,2.56,-1.36,-1.04,28.56
1548.7,2.52,-1.35,-1.04,28.54
1548.75,2.49,-1.28,-1.11,28.54
1548.8,2.44,-1.19,-1.11,28.56
1548.85,2.4,-0.99,-1.17,28.56
1548.9,2.34,-0.95,-1.25,28.58
1548.95,2.49,-1.03,-1.56,28.6
1549,2.57,-1.18,-1.5,28.58
1549.05,2.6,-1.18,-1.24,28.58
1549.1,2.63,-0.85,-1.21,28.6
1549.15,2.64,-0.83,-1.26,28.6
1549.2,2.88,-0.71,-1.28,28.61
1549.25,2.72,-0.71,-1.36,28.6
1549.3,2.68,-0.73,-1.36,28.6
1549.35,2.62,-0.91,-1.45,28.6
1549.4,2.71,-0.77,-1.54,28.6
1549.45,2.69,-0.85,-1.63,28.6
1549.5,2.73,-0.89,-1.65,28.61
1549.55,2.67,-0.82,-1.61,28.59
1549.6,2.66,-0.86,-1.58,28.58
1549.65,2.68,-0.89,-1.69,28.58
1549.7,2.76,-0.96,-1.63,28.6
1549.75,2.59,-1.08,-1.7,28.58
1549.8,2.57,-1.09,-1.94,28.62
1549.85,2.59,-1.13,-1.75,28.6
1549.9,2.74,-1.28,-1.55,28.59
1549.95,2.72,-1.32,-1.54,28.59
1550,2.64,-1.38,-1.47,28.59
1550.05,2.51,-1.34,-1.42,28.59
1550.1,2.39,-1.47,-1.41,28.58
1550.15,2.48,-1.45,-1.63,28.6
1550.2,2.52,-1.35,-1.43,28.58
1550.25,2.55,-1.43,-1.4,28.59
1550.3,2.54,-1.57,-1.39,28.59
1550.35,2.39,-1.67,-1.38,28.59
1550.4,2.49,-1.54,-1.32,28.58
1550.45,2.67,-1.51,-1.33,28.58
1550.5,2.5,-1.51,-1.25,28.58
1550.55,2.31,-1.44,-1.48,28.58
1550.6,2.64,-1.66,-1.57,28.54
1550.65,2.76,-1.55,-1.72,28.54
1550.7,2.75,-1.52,-1.94,28.56
1550.75,2.72,-1.84,-1.8,28.56
1550.8,2.61,-1.77,-1.74,28.59
1550.85,2.65,-1.68,-1.8,28.56
1550.9,2.87,-1.45,-1.72,28.53
1550.95,2.93,-1.53,-1.64,28.53
1551,2.85,-1.65,-1.65,28.54
1551.05,2.72,-1.8,-1.8,28.55
1551.1,2.75,-1.64,-1.77,28.54
1551.15,2.74,-1.47,-1.8,28.54
1551.2,2.64,-1.54,-1.78,28.54
1551.25,2.69,-1.34,-1.64,28.54
1551.3,2.59,-1.04,-1.41,28.55
1551.35,2.39,-1.08,-1.47,28.56
1551.4,2.36,-1.03,-1.7,28.56
1551.45,2.27,-1.01,-1.62,28.55
1551.5,2.38,-1.02,-1.47,28.55
1551.55,2.32,-0.64,-1.29,28.59
1551.6,2.06,-0.49,-1.19,28.68
1551.65,2.04,-0.82,-1.24,28.56
1551.7,2.11,-0.83,-1.3,28.58
1551.75,2.2,-0.93,-1.34,28.61
1551.8,2.21,-0.95,-1.46,28.57
1551.85,2.08,-0.96,-1.32,28.59
1551.9,1.89,-0.66,-1.29,28.59
1551.95,1.93,-0.71,-1.37,28.61
1552,1.96,-0.55,-1.29,28.6
1552.05,1.97,-0.53,-1.24,28.58
1552.1,1.94,-0.38,-1.18,28.61
1552.15,2.03,-0.31,-1.23,28.67
1552.2,2.18,-0.13,-1.15,28.78
1552.25,2.28,-0.19,-1,28.8
1552.3,2.39,0.06,-0.82,28.73
1552.35,2.52,-0.02,-0.73,28.68
1552.4,2.61,0.07,-0.74,28.68
1552.45,2.47,0.04,-0.74,28.66
1552.5,2.48,0.07,-0.94,28.67
1552.55,2.32,0.01,-1.12,28.72
1552.6,2.51,-0.15,-1.08,28.71
1552.65,2.68,-0.11,-1.01,28.63
1552.7,2.71,0.26,-0.86,28.61
1552.75,2.97,0.24,-0.98,28.64
1552.8,2.61,0.04,-0.96,28.63
1552.85,2.33,-0.11,-1.06,28.68
1552.9,2.22,-0.19,-1.17,28.69
1552.95,2.37,-0.36,-1.34,28.6
1553,2.36,-0.62,-1.49,28.52
1553.05,2.46,-0.66,-1.55,28.52
1553.1,2.62,-0.66,-1.14,28.53
1553.15,2.55,-0.81,-1.1,28.55
1553.2,2.62,-0.77,-1.2,28.52
1553.25,2.65,-0.84,-1.22,28.55
1553.3,2.63,-0.8,-1.13,28.55
1553.35,2.52,-0.71,-1.23,28.55
1553.4,2.51,-0.79,-1.03,28.54
1553.45,2.37,-0.7,-1.13,28.54
1553.5,2.16,-0.75,-1.22,28.54
1553.55,1.94,-0.79,-1.01,28.55
1553.6,1.9,-0.67,-0.69,28.53
1553.65,2.34,-0.7,-0.46,28.55
1553.7,2.55,-0.17,-0.39,28.57
1553.75,2.38,-0.04,-0.42,28.58
1553.8,2.55,0,-0.55,28.58
1553.85,2.58,-0.17,-0.64,28.58
1553.9,2.4,-0.29,-0.71,28.57
1553.95,2.39,-0.37,-0.82,28.56
1554,2.39,-0.62,-1.07,28.56
1554.05,2.51,-0.75,-1.18,28.52
1554.1,2.52,-0.7,-1.15,28.53
1554.15,2.65,-0.63,-1.19,28.54
1554.2,2.48,-0.89,-1.26,28.54
1554.25,2.42,-0.97,-1.26,28.53
1554.3,2.45,-0.93,-0.98,28.53
1554.35,2.51,-0.83,-0.79,28.52
1554.4,2.59,-0.9,-0.71,28.52
1554.45,2.88,-0.75,-0.65,28.54
1554.5,2.81,-0.8,-0.6,28.55
1554.55,2.66,-0.89,-0.76,28.54
1554.6,2.65,-0.93,-0.72,28.55
1554.65,2.71,-1.04,-0.74,28.56
1554.7,2.7,-1.07,-0.78,28.56
1554.75,2.72,-0.85,-0.78,28.56
1554.8,2.75,-0.69,-0.74,28.55
1554.85,2.69,-0.82,-0.89,28.55
1554.9,2.74,-0.95,-0.87,28.55
1554.95,2.71,-0.99,-0.86,28.58
1555,2.75,-0.97,-0.8,28.57
1555.05,2.71,-0.98,-0.92,28.57
1555.1,2.74,-1.03,-0.9,28.58
1555.15,2.7,-1.24,-0.92,28.56
1555.2,2.6,-1.29,-0.88,28.55
1555.25,2.54,-1.33,-0.76,28.55
1555.3,2.55,-1.34,-0.77,28.56
1555.35,2.55,-1.34,-0.79,28.56
1555.4,2.47,-1.33,-0.76,28.54
1555.45,2.57,-1.33,-0.73,28.56
1555.5,2.58,-1.44,-0.81,28.56
1555.55,2.49,-1.39,-0.8,28.55
1555.6,2.58,-1.31,-0.73,28.55
1555.65,2.48,-1.45,-0.81,28.55
1555.7,2.34,-1.62,-0.8,28.53
1555.75,2.13,-1.49,-0.76,28.52
1555.8,2.25,-1.34,-0.64,28.52
1555.85,2.24,-1.4,-0.62,28.54
1555.9,2.35,-1.45,-0.54,28.55
1555.95,2.22,-1.44,-0.41,28.52
1556,2,-1.27,-0.44,28.54
1556.05,2.03,-1.45,-0.49,28.53
1556.1,2.19,-1.6,-0.42,28.52
1556.15,2.14,-1.63,-0.35,28.52
1556.2,2.15,-1.69,-0.53,28.51
1556.25,2.11,-1.66,-0.75,28.5
1556.3,2.01,-1.72,-0.82,28.48
1556.35,2.07,-1.79,-0.92,28.48
1556.4,2.1,-1.76,-0.97,28.48
1556.45,2.13,-1.86,-1.08,28.48
1556.5,2.2,-1.73,-1.13,28.48
1556.55,2.17,-1.74,-1.26,28.5
1556.6,2.2,-1.79,-1.19,28.54
1556.65,2.19,-1.8,-1.05,28.56
1556.7,2.19,-1.77,-0.98,28.54
1556.75,2.19,-1.78,-0.89,28.54
1556.8,2.19,-1.76,-0.82,28.54
1556.85,2.16,-1.73,-0.8,28.55
1556.9,2.12,-1.72,-0.82,28.57
1556.95,2.13,-1.74,-0.79,28.55
1557,2.09,-1.75,-0.73,28.54
1557.05,2.09,-1.72,-0.74,28.52
1557.1,2.09,-1.69,-0.78,28.55
1557.15,2.04,-1.65,-0.74,28.54
1557.2,2.04,-1.65,-0.66,28.57
1557.25,1.96,-1.7,-0.65,28.57
1557.3,1.92,-1.69,-0.62,28.55
1557.35,1.92,-1.64,-0.61,28.53
1557.4,1.89,-1.65,-0.65,28.52
1557.45,1.79,-1.73,-0.52,28.53
1557.5,1.74,-1.71,-0.48,28.52
1557.55,1.69,-1.67,-0.5,28.52
1557.6,1.71,-1.54,-0.44,28.51
1557.65,1.76,-1.38,-0.3,28.51
1557.7,1.88,-1.36,-0.27,28.53
1557.75,1.96,-1.39,-0.12,28.54
1557.8,2.02,-1.34,-0.18,28.56
1557.85,2,-1.29,-0.36,28.55
1557.9,1.98,-1.31,-0.21,28.55
1557.95,2.01,-1.32,-0.18,28.55
1558,1.95,-1.36,-0.2,28.55
1558.05,2,-1.4,-0.24,28.52
1558.1,2.08,-1.37,-0.23,28.52
1558.15,2.08,-1.4,-0.25,28.52
1558.2,2.05,-1.38,-0.25,28.52
1558.25,2.07,-1.27,-0.25,28.53
1558.3,2.04,-1.24,-0.27,28.52
1558.35,1.97,-1.26,-0.2,28.52
1558.4,1.91,-1.27,-0.13,28.52
1558.45,2.03,-1.34,-0.02,28.52
1558.5,2.28,-1.27,-0.07,28.52
1558.55,2.41,-1.39,0.05,28.5
1558.6,2.4,-1.33,0.12,28.48
1558.65,2.45,-1.24,0.01,28.46
1558.7,2.55,-1.1,-0.11,28.44
1558.75,2.61,-1.2,-0.19,28.47
1558.8,2.59,-1.22,-0.27,28.48
1558.85,2.55,-1.15,-0.26,28.45
1558.9,2.53,-1.1,-0.19,28.45
1558.95,2.53,-1.06,-0.22,28.43
1559,2.45,-1.03,-0.09,28.44
1559.05,2.45,-0.98,-0.16,28.43
1559.1,2.46,-1.03,-0.07,28.42
1559.15,2.5,-1.02,-0.03,28.45
1559.2,2.55,-1.03,0.07,28.48
1559.25,2.43,-0.94,0.15,28.51
1559.3,2.57,-0.74,-0.08,28.51
1559.35,2.78,-0.95,-0.82,28.54
1559.4,2.37,-1.26,-1.05,28.52
1559.45,2.36,-1.13,-1.06,28.52
1559.5,2.25,-1.13,-0.98,28.5
1559.55,2.29,-1.24,-0.94,28.54
1559.6,2.14,-1.32,-1.02,28.54
1559.65,2.2,-1.47,-1.02,28.52
1559.7,2.18,-1.43,-0.97,28.54
1559.75,2.14,-1.48,-0.93,28.54
1559.8,1.88,-1.36,-0.99,28.54
1559.85,1.88,-1.4,-0.94,28.53
1559.9,1.84,-1.39,-1.01,28.53
1559.95,1.88,-1.49,-1.06,28.54
1560,1.83,-1.58,-0.93,28.54
1560.05,1.95,-1.62,-0.78,28.55
1560.1,2.01,-1.52,-0.86,28.56
1560.15,2,-1.67,-0.86,28.52
1560.2,2.07,-1.68,-0.88,28.53
1560.25,2.06,-1.71,-0.78,28.53
1560.3,1.99,-1.74,-0.88,28.53
1560.35,2.1,-1.76,-0.94,28.5
1560.4,2.31,-1.73,-0.98,28.47
1560.45,2.27,-1.82,-1.09,28.47
1560.5,2.24,-1.8,-1.24,28.47
1560.55,2.33,-1.72,-1.25,28.47
1560.6,2.27,-1.66,-1.17,28.47
1560.65,2.24,-1.73,-1.23,28.48
1560.7,2.19,-1.67,-1.26,28.47
1560.75,2.16,-1.56,-1.29,28.45
1560.8,2.27,-1.43,-1.17,28.46
1560.85,2.23,-1.47,-1.05,28.47
1560.9,2.2,-1.52,-1.05,28.49
1560.95,2.22,-1.56,-1.08,28.49
1561,2.1,-1.64,-0.94,28.48
1561.05,2.09,-1.71,-0.91,28.45
1561.1,2.04,-1.85,-0.99,28.45
1561.15,1.92,-1.79,-1.05,28.46
1561.2,1.9,-1.71,-1.09,28.47
1561.25,1.93,-1.62,-1.02,28.48
1561.3,1.93,-1.56,-1.05,28.49
1561.35,2.05,-1.59,-0.96,28.48
1561.4,1.91,-1.54,-0.93,28.48
1561.45,1.92,-1.52,-0.97,28.49
1561.5,1.89,-1.56,-1.06,28.5
1561.55,1.9,-1.54,-1.09,28.5
1561.6,1.92,-1.45,-1.18,28.47
1561.65,1.83,-1.45,-1.16,28.47
1561.7,1.76,-1.47,-1.12,28.46
1561.75,1.76,-1.49,-1.11,28.46
1561.8,1.83,-1.49,-1.17,28.46
1561.85,1.93,-1.38,-1.14,28.46
1561.9,1.98,-1.34,-1.06,28.46
1561.95,1.87,-1.36,-1.02,28.46
1562,1.82,-1.31,-1.05,28.47
1562.05,1.77,-1.35,-1.08,28.46
1562.1,1.73,-1.33,-1.05,28.48
1562.15,1.76,-1.26,-1.04,28.47
1562.2,1.76,-1.19,-1.03,28.48
1562.25,1.77,-1.11,-1.03,28.48
1562.3,1.82,-1.04,-0.94,28.47
1562.35,1.71,-1.04,-0.94,28.47
1562.4,1.76,-1.14,-0.94,28.49
1562.45,1.79,-1.2,-0.98,28.5
1562.5,1.84,-1.19,-0.93,28.51
1562.55,1.83,-1.21,-0.88,28.52
1562.6,1.8,-1.16,-0.93,28.51
1562.65,1.73,-1.16,-0.97,28.5
1562.7,1.69,-1.22,-1.02,28.5
1562.75,1.74,-1.2,-0.91,28.51
1562.8,1.73,-1.17,-0.87,28.52
1562.85,1.71,-1.16,-0.87,28.52
1562.9,1.72,-1.13,-0.83,28.51
1562.95,1.72,-1.1,-0.79,28.52
1563,1.67,-1.15,-0.79,28.5
1563.05,1.65,-1.22,-0.78,28.49
1563.1,1.59,-1.18,-0.75,28.5
1563.15,1.55,-1.17,-0.71,28.5
1563.2,1.51,-1.18,-0.75,28.5
1563.25,1.59,-1.22,-0.79,28.5
1563.3,1.56,-1.18,-0.85,28.5
1563.35,1.53,-1.18,-0.85,28.51
1563.4,1.47,-1.15,-0.81,28.51
1563.45,1.51,-1.15,-0.76,28.5
1563.5,1.5,-1.11,-0.72,28.5
1563.55,1.53,-1.05,-0.75,28.48
1563.6,1.58,-0.99,-0.71,28.47
1563.65,1.68,-1.03,-0.65,28.47
1563.7,1.74,-1.02,-0.63,28.47
1563.75,1.76,-1.04,-0.64,28.46
1563.8,1.78,-1.05,-0.69,28.47
1563.85,1.75,-1,-0.73,28.46
1563.9,1.71,-1,-0.68,28.47
1563.95,1.76,-1.09,-0.7,28.48
1564,1.77,-1.14,-0.67,28.48
1564.05,1.89,-1.14,-0.63,28.46
1564.1,1.85,-1.1,-0.61,28.47
1564.15,1.8,-1.03,-0.62,28.45
1564.2,1.86,-1,-0.63,28.45
1564.25,2.09,-0.9,-0.47,28.45
1564.3,2.26,-0.91,-0.47,28.45
1564.35,2.4,-1.17,-0.65,28.46
1564.4,2.38,-1.23,-0.72,28.46
1564.45,2.35,-1.15,-0.84,28.46
1564.5,2.34,-1.05,-1.02,28.45
1564.55,2.27,-0.98,-0.93,28.44
1564.6,2.19,-0.92,-0.9,28.46
1564.65,2.13,-0.92,-0.78,28.47
1564.7,2.06,-0.96,-0.76,28.47
1564.75,2.04,-0.9,-0.65,28.45
1564.8,2.08,-0.94,-0.74,28.44
1564.85,2.11,-1.09,-0.87,28.42
1564.9,2.15,-1.08,-0.9,28.41
1564.95,2.18,-1.1,-0.94,28.41
1565,2.19,-1.11,-0.92,28.41
1565.05,2.1,-1.19,-1.06,28.43
1565.1,2.05,-1.24,-1.07,28.42
1565.15,2.15,-1.24,-1.06,28.42
1565.2,2.25,-1.33,-1.02,28.41
1565.25,2.31,-1.52,-0.89,28.41
1565.3,2.29,-1.56,-0.9,28.39
1565.35,2.21,-1.65,-0.84,28.38
1565.4,2.28,-1.66,-0.87,28.35
1565.45,2.29,-1.6,-0.84,28.36
1565.5,2.35,-1.6,-0.85,28.39
1565.55,2.35,-1.66,-0.78,28.39
1565.6,2.26,-1.67,-0.71,28.4
1565.65,2.28,-1.76,-0.71,28.4
1565.7,2.26,-1.88,-0.77,28.37
1565.75,2.25,-1.77,-0.8,28.39
1565.8,2.33,-1.68,-0.88,28.39
1565.85,2.32,-1.7,-0.94,28.4
1565.9,2.13,-1.66,-1.02,28.4
1565.95,2.16,-1.55,-1.02,28.4
1566,2.2,-1.59,-1.08,28.38
1566.05,2.29,-1.62,-1,28.35
1566.1,2.2,-1.64,-0.95,28.36
1566.15,2.18,-1.66,-1,28.36
1566.2,2.15,-1.72,-0.89,28.36
